loan_uuid,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_owner,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,
8e92b7dc-a78d-42e6-abdc-48ee5536bf02,25,female,Bachelor,84918,4,MORTGAGE,12000,PERSONAL,5.79,0.14,2,711,yes,0,
8e92ca64-25e1-4a8e-bd49-78833d7eff01,26,male,Master,65988,3,MORTGAGE,7000,HOMEIMPROVEMENT,7.49,0.11,3,574,yes,0,
8e93f729-43ff-41d9-960f-082c67cbc790,22,male,Associate,32271,0,RENT,7125,EDUCATION,5.79,0.22,2,603,no,0,
8e94dd8a-9f0e-48aa-a567-3ef01ed9457e,25,male,Bachelor,95208,2,RENT,12000,MEDICAL,10.99,0.13,2,682,no,0,
8e968104-b9ee-484f-a8d0-111d98f373ab,22,male,Bachelor,23782,0,OWN,12000,VENTURE,5.42,0.5,2,635,no,1,
8e9ba9c4-f2d7-4f4d-bcb5-71c70ad2b679,30,female,Bachelor,43305,6,RENT,5600,PERSONAL,11.24,0.13,5,656,yes,0,
8e9c6f3e-f20a-4ef7-bcbc-2698d94aa21a,21,male,High School,26833,0,RENT,2000,MEDICAL,11.71,0.07,4,673,no,1,
8e9ceb29-a24e-4fb0-bb58-7c4070a05ccb,30,male,Associate,51424,9,MORTGAGE,7826,PERSONAL,13.09,0.15,9,609,no,0,
8ea01345-a4a3-4014-98bf-efc9d6a67054,27,female,Master,85371,8,RENT,20000,EDUCATION,11.48,0.23,9,713,no,0,
8ea05954-b2c4-4712-86d8-83c7cd601d1a,22,female,Associate,63259,0,MORTGAGE,3900,VENTURE,7.51,0.06,3,625,no,0,
8ea0f69a-8799-4fed-8c03-cb5df09d9416,21,male,High School,24786,0,RENT,6400,PERSONAL,10.99,0.26,3,522,no,1,
8ea1c69a-f5a8-4121-aece-eabe73ca51e5,32,female,High School,78996,13,RENT,13000,DEBTCONSOLIDATION,12.53,0.16,6,670,no,0,
8ea26df5-5291-499e-ba12-14de3ebe8e58,27,male,Associate,145158,1,OWN,4800,MEDICAL,10.99,0.03,10,537,yes,0,
8ea399e4-f3ec-42ec-bdbf-1ffd7081cc28,31,female,Bachelor,216966,4,MORTGAGE,18000,MEDICAL,15.94,0.08,7,685,yes,0,
8ea4661b-c894-44b6-a3aa-ac1e69d470b8,28,female,Associate,45434,5,MORTGAGE,12716,MEDICAL,9.01,0.28,6,662,yes,0,
8ea47e6f-262f-4804-8651-a6dd09c7387a,25,male,Associate,60277,3,RENT,5940,PERSONAL,14.57,0.1,4,658,no,0,
8ea60152-6a19-4bcc-a9b6-da549a8f4c74,25,female,Bachelor,62920,0,RENT,7000,DEBTCONSOLIDATION,12.53,0.11,3,591,yes,0,
8ea77fab-65fb-44b8-8a86-8a65e3c9eb86,29,male,Master,36723,3,RENT,5000,MEDICAL,11.49,0.14,9,644,no,0,
8ea79cc3-d5ba-4e67-a67e-e7798ed2282e,28,male,High School,91200,7,RENT,12000,EDUCATION,6.03,0.13,6,590,yes,0,
8ea91359-7553-4701-8454-0f5137ac6e17,21,male,Associate,101982,0,RENT,7200,VENTURE,8.49,0.07,2,669,yes,0,
8eab199d-d35b-4658-8e78-0f3e86dfde6b,23,female,Master,61281,0,RENT,18236,VENTURE,13.31,0.3,3,614,no,1,
8eaba9a5-0e5c-4b6c-ba43-6ab24b538b7e,26,female,Bachelor,74350,2,RENT,6000,EDUCATION,10.94,0.08,4,641,no,0,
8ead4e6f-973e-4d21-9b0c-e77f3c1ea1ad,26,male,Associate,58563,4,RENT,9600,EDUCATION,12.73,0.16,3,655,no,0,
8eae02cd-2a09-4da6-8829-cc6bfbb53838,28,male,Associate,111172,7,MORTGAGE,24500,VENTURE,18.3,0.22,7,614,yes,0,
8eae9e80-17f9-4177-9f03-4bce92de7d2f,29,female,Associate,294702,8,RENT,8000,MEDICAL,14.09,0.03,5,680,no,1,
8eb00f79-6f9b-40f0-83f2-4107b015acb7,29,male,Master,82878,7,MORTGAGE,10000,EDUCATION,7.74,0.12,7,705,no,0,
8eb41de4-e631-46bf-a8d1-783e337b3b5e,38,female,Bachelor,65709,16,MORTGAGE,7542,VENTURE,11.84,0.11,14,625,no,1,
8eb6aec3-9091-4ae4-a3ef-4f1cb6d7daa2,21,female,High School,85679,0,RENT,15000,VENTURE,8,0.18,3,667,no,0,
8eb6e7a5-89ec-42ea-b577-5daada052599,23,female,Bachelor,65194,0,RENT,8000,MEDICAL,14.26,0.12,4,605,no,0,
8eb95c92-8e1c-45c8-a329-762b3479adec,25,female,Master,68132,1,MORTGAGE,5000,PERSONAL,6.24,0.07,4,579,yes,0,
8ebc306a-bc9e-456e-bfba-b48ebb27b543,27,female,Master,70200,4,RENT,4600,EDUCATION,13.99,0.07,8,673,yes,0,
8ebc66a2-f071-4e92-ad72-03c0b8fd1ee5,22,female,Associate,44494,3,RENT,5075,DEBTCONSOLIDATION,11.01,0.11,2,550,yes,0,
8ec0bf5c-89bf-458b-a860-4340113f5be2,22,male,Master,31034,0,RENT,5300,PERSONAL,15.23,0.17,4,673,yes,0,
8ec21e3c-29ba-4e6e-a89f-7b3721abf2eb,25,female,Bachelor,36942,0,RENT,7000,EDUCATION,11.01,0.19,2,499,no,1,
8ec24d41-ff01-4701-ab73-bf130b6e48bf,31,female,Associate,60727,6,MORTGAGE,6000,VENTURE,5.99,0.1,8,663,no,0,
8ec2bb6c-6b91-41f5-9be8-4afc047854cd,42,male,Bachelor,32459,15,RENT,4000,DEBTCONSOLIDATION,9.99,0.12,17,581,yes,0,
8ec371de-db70-468d-b042-a0cfed13fcc2,35,female,Bachelor,101553,9,OWN,9000,HOMEIMPROVEMENT,6.76,0.09,6,714,yes,0,
8ec6ee57-94fd-4f7b-9f7c-7967ccc41434,22,male,Bachelor,84984,0,RENT,9000,EDUCATION,11.01,0.11,2,667,no,0,
8ec70b31-2111-4903-94ad-c2427c421c38,38,male,Associate,37078,15,RENT,14400,HOMEIMPROVEMENT,12.8,0.39,17,654,no,1,
8ec900c0-f081-4ff1-833d-3bbb962d09e1,28,female,Doctorate,22776,4,RENT,1000,PERSONAL,13.49,0.04,8,679,no,1,
8ec9e913-9a47-4638-93c0-6db97542df7c,31,female,Associate,108869,8,MORTGAGE,12000,EDUCATION,6.92,0.11,5,696,yes,0,
8eca2f8f-9b6a-422d-a36f-b455f2389253,22,male,High School,48929,0,RENT,12000,VENTURE,11.01,0.25,3,641,no,0,
8eca6ca2-e11c-4363-a87d-f76bd1ad6c1d,23,female,High School,44367,0,MORTGAGE,11724,MEDICAL,12.77,0.26,3,623,yes,0,
8ecaf1a0-2c10-4cf5-813d-72c65600e6fc,44,male,High School,139036,20,MORTGAGE,12000,HOMEIMPROVEMENT,11.01,0.09,14,699,yes,0,
8ecb7730-283d-46b2-b066-8993c6ef74b1,26,female,Associate,121083,1,MORTGAGE,2000,HOMEIMPROVEMENT,5.42,0.02,2,606,yes,0,
8ecf2174-0306-441c-aabb-09a55cf79dc5,26,male,Associate,79222,7,RENT,24000,DEBTCONSOLIDATION,11.01,0.3,2,616,no,1,
8ecfae6e-8968-4125-b6ed-205ef8171332,41,female,High School,47591,18,RENT,8000,PERSONAL,14.84,0.17,14,673,no,1,
8ed042b9-07ae-4798-a069-71b3ae29a62d,25,female,Bachelor,87596,5,MORTGAGE,4208,VENTURE,11.34,0.05,4,653,yes,0,
8ed3cb53-c88e-4d8b-a3d4-7927918d43de,22,female,Bachelor,90826,4,RENT,5000,VENTURE,10.99,0.06,2,675,yes,0,
8ed71948-f38c-44c2-a33d-e381b23a7aab,24,male,Associate,39320,0,RENT,12800,HOMEIMPROVEMENT,12.42,0.33,3,684,no,1,
8ed74eea-8461-491b-8eef-796d30130cfd,26,female,Associate,92899,6,RENT,7200,EDUCATION,9.63,0.08,3,612,yes,0,
8ed83875-3e0d-464a-b0c0-85df3f0dc119,34,female,High School,22361,10,RENT,1500,MEDICAL,11.48,0.07,6,624,no,1,
8ed86ffa-1c5f-4224-9c4a-2c958c545ad0,23,male,High School,105501,0,RENT,2100,EDUCATION,11.01,0.02,2,619,yes,0,
8ed9a9e9-336e-4c76-aa0b-1d38079f2a03,37,female,High School,65010,13,MORTGAGE,4000,DEBTCONSOLIDATION,5.42,0.06,11,545,no,0,
8edad79f-a833-430f-bb89-13057dbdbede,45,female,High School,91009,22,MORTGAGE,15000,EDUCATION,11.01,0.16,12,656,yes,0,
8edae3ab-e8c7-4f31-8176-f913d5d2ca86,24,female,High School,85366,0,RENT,9550,PERSONAL,7.49,0.11,3,632,yes,0,
8edaebbe-f536-407d-9a13-ba8411637ba8,24,male,High School,60838,0,RENT,15000,MEDICAL,6.92,0.25,3,558,yes,0,
8edb802d-4e88-4d7f-8c90-9de2d6ddb271,32,male,Associate,102979,12,MORTGAGE,6000,DEBTCONSOLIDATION,12.99,0.06,7,599,yes,0,
8edb883b-1e69-4f51-897f-db5ab4bfd1ac,29,male,Associate,145310,11,MORTGAGE,35000,DEBTCONSOLIDATION,8.9,0.24,6,622,yes,0,
8edc2034-2ffc-4137-9ce9-89afd606b96f,24,male,High School,49266,3,RENT,3825,VENTURE,10,0.08,3,619,yes,0,
8edc880f-545a-40e4-9f89-c3f1174eda2a,23,male,Bachelor,24853,0,MORTGAGE,2500,EDUCATION,16.82,0.1,2,524,yes,0,
8edcc0b7-37d3-4b3e-af55-53ac194c7145,50,male,Bachelor,44140,26,RENT,5000,VENTURE,10.37,0.11,16,617,yes,0,
8edfa55f-dabc-4f0f-b953-2e3c62bfe07f,22,male,Bachelor,79139,2,RENT,16000,PERSONAL,7.88,0.2,3,668,no,0,
8ee25472-191c-4944-9220-dcf7101fa2c3,31,male,Associate,30103,5,RENT,4400,VENTURE,15.62,0.15,8,680,no,1,
8ee2fdee-dbc7-4e18-927c-76579cf6c159,27,male,Bachelor,46505,6,OWN,4000,HOMEIMPROVEMENT,7.68,0.09,9,627,yes,0,
8ee3adce-8b08-4296-9362-60d69cb1b783,22,male,High School,42201,0,RENT,7200,VENTURE,7.9,0.17,4,586,yes,0,
8ee8cd42-cdb3-4629-901e-23331c9b0b80,31,female,High School,56519,8,MORTGAGE,7500,PERSONAL,7.88,0.13,6,652,yes,0,
8ee9913d-0224-465f-bd97-fb80886f12c5,33,male,Associate,22665,11,RENT,2400,MEDICAL,13.49,0.11,10,684,no,0,
8eecf532-3911-4127-8e06-429093b52e5b,73,male,Associate,47877,48,RENT,1800,MEDICAL,12.53,0.04,21,684,no,0,
8eedfa6e-5ca6-454d-b89e-be69e67e5c6a,26,male,Bachelor,73080,3,MORTGAGE,12000,HOMEIMPROVEMENT,10.42,0.16,3,676,no,0,
8eeea353-ead5-4889-8535-9e55d001a2fb,24,male,High School,115372,2,RENT,6000,HOMEIMPROVEMENT,10.99,0.05,4,690,yes,0,
8eeed925-1339-477d-81de-4ebc5fca7732,65,male,High School,70759,41,RENT,3000,EDUCATION,11.01,0.04,27,667,yes,0,
8eef2e21-f7e7-4e55-9f0a-cd47515e185e,26,female,Associate,30209,2,RENT,5400,EDUCATION,11.49,0.18,3,602,yes,0,
8eef2e24-e2fe-417c-af84-17fe1b5b8322,24,male,High School,38547,4,RENT,10000,EDUCATION,11.34,0.26,4,521,no,1,
8eef6af0-6b26-4ac6-acbe-484b1995b21d,25,male,Associate,33517,4,RENT,6000,PERSONAL,7.9,0.18,2,568,yes,0,
8eef81e3-7d77-46d3-a3fd-737a8e34dcd4,24,female,Master,132970,0,RENT,3000,VENTURE,7.88,0.02,2,659,no,0,
8ef0f906-26c2-410f-a9bd-fae288cccb5b,23,female,Bachelor,87571,1,MORTGAGE,7000,EDUCATION,6.17,0.08,3,655,yes,0,
8ef111ad-5e7e-43b1-be68-3f7ebec3de4a,25,female,High School,44402,4,RENT,10000,DEBTCONSOLIDATION,12.42,0.23,4,635,yes,0,
8ef4192f-c83b-40d7-95ef-8d6d66687350,22,male,Bachelor,54094,0,MORTGAGE,3000,VENTURE,14.79,0.06,3,632,yes,0,
8ef441da-16ae-419f-a732-a2da77de719b,25,female,Bachelor,211045,3,MORTGAGE,10000,HOMEIMPROVEMENT,15.05,0.05,4,676,yes,0,
8ef54dcb-959c-4fda-900b-4dcd170a9e94,23,male,Master,85260,0,RENT,3500,VENTURE,5.42,0.04,2,591,yes,0,
8ef750fb-051b-4771-b949-9118fe3572a2,24,female,High School,48971,4,RENT,6000,MEDICAL,11.01,0.12,3,635,yes,0,
8ef82eba-bd5f-4c6b-8d42-50ea467c716a,84,male,High School,114705,61,MORTGAGE,10000,PERSONAL,7.51,0.09,24,784,yes,0,
8ef96912-e3e6-40e8-9d5f-fc25d406d8cb,25,female,Associate,78954,0,MORTGAGE,12000,VENTURE,12.22,0.15,4,524,no,0,
8ef9c384-c456-4b88-9a41-6e6cbc024757,34,male,Bachelor,40722,12,RENT,8875,MEDICAL,7.66,0.22,7,712,no,0,
8ef9ecde-3ecc-4d7e-b2b2-ced9841f3151,28,male,Bachelor,22574,4,RENT,7820,VENTURE,9.73,0.35,10,599,no,1,
8efb41eb-ffba-4942-8b64-1250a8670b5c,27,female,High School,88799,4,RENT,12000,HOMEIMPROVEMENT,14.18,0.14,7,684,yes,0,
8efeea1e-06d9-49e5-ab6f-af77aab395fe,23,male,High School,145089,0,MORTGAGE,3610,DEBTCONSOLIDATION,10.26,0.02,4,608,no,0,
8f00f603-2d97-49bd-9df2-c7710f9c0271,22,female,High School,72742,1,MORTGAGE,17000,EDUCATION,9.45,0.23,4,554,yes,0,
8f024468-4800-4368-9ab7-a98db7d8fe14,23,male,Bachelor,39009,0,MORTGAGE,1000,EDUCATION,10.59,0.03,2,617,no,1,
8f055ca8-c688-47bc-83e2-c93f2e76432e,26,female,Associate,40358,2,RENT,3000,VENTURE,10.75,0.07,2,641,yes,0,
8f071f0d-f982-4c02-8538-cfa02894d838,31,male,Bachelor,50101,6,RENT,4000,VENTURE,10.34,0.08,9,692,yes,0,
8f08f372-4e69-4eb3-acad-470165eb9531,22,female,High School,37070,1,RENT,5570,HOMEIMPROVEMENT,14.29,0.15,3,651,no,1,
8f0982de-28e9-44f3-80a8-753eddc85dff,34,female,Master,77929,15,MORTGAGE,6400,EDUCATION,8,0.08,9,685,yes,0,
8f0a3ebc-c838-4fb0-bb65-3e94968dd48d,24,male,Master,55778,5,RENT,14500,VENTURE,11.01,0.26,3,658,no,1,
8f0a7589-a0af-4cd6-b1e6-3d4c65a9a4af,25,male,High School,73404,4,RENT,21450,EDUCATION,7.29,0.29,4,671,no,1,
8f0c4d5f-6273-462b-ac32-66331d4a808b,30,male,Associate,80296,5,MORTGAGE,2800,PERSONAL,13.57,0.03,6,676,no,0,
8f0cf448-a7c5-4e76-95f7-d820820f09a7,34,male,Bachelor,67450,15,MORTGAGE,12800,VENTURE,5.42,0.19,9,641,yes,0,
8f0de4d3-b5e9-4b96-8fdd-34b0a964ff0b,21,male,High School,23504,0,MORTGAGE,3500,DEBTCONSOLIDATION,14.61,0.15,3,646,no,1,
8f112b4f-eb65-4b4d-ba2e-47668a330f88,22,male,Master,38168,0,RENT,8000,EDUCATION,7.14,0.21,4,647,no,1,
8f112bc2-607c-4ce5-9fb0-7f8fc914217d,24,female,Bachelor,35822,0,RENT,12000,MEDICAL,15.05,0.33,2,618,no,1,
8f11c3a0-7aa3-4437-973a-cf4c43a4be06,37,male,Associate,89735,14,MORTGAGE,12000,EDUCATION,7.51,0.13,17,651,yes,0,
8f123a83-07ac-4a20-8f4f-5d7186b81713,23,male,High School,75364,0,MORTGAGE,9000,MEDICAL,11.01,0.12,4,614,no,0,
8f13de7b-6959-4cd0-8214-05bc0a53bf7e,25,female,Master,97634,2,MORTGAGE,12000,DEBTCONSOLIDATION,5.8,0.12,4,624,yes,0,
8f16519d-8945-45d3-804e-fd86e1b77c4d,24,male,High School,58560,2,MORTGAGE,12000,DEBTCONSOLIDATION,11.01,0.2,3,650,yes,0,
8f1758a6-08bd-4361-b371-bf1801cd221e,26,male,Bachelor,63990,4,RENT,4000,PERSONAL,11.01,0.06,3,634,yes,0,
8f178faf-d98b-4dc3-97c7-9c467da99fd6,23,female,High School,40647,2,MORTGAGE,8000,EDUCATION,7.49,0.2,3,693,no,0,
8f1badd0-62ef-494a-8484-2da6a5c425c9,23,female,Bachelor,58744,0,RENT,16474,MEDICAL,9.18,0.28,4,679,no,1,
8f1d16f0-487d-4a7d-8c77-f9b1c6408cba,31,female,Master,29743,10,OWN,6200,EDUCATION,11.14,0.21,8,690,no,0,
8f1d87ae-8493-4602-919b-7a6b77e756c7,35,female,Associate,44215,13,RENT,5600,VENTURE,13.06,0.13,7,688,yes,0,
8f1ecf81-4642-4b57-85fe-edee470e59c5,51,male,Master,90677,28,MORTGAGE,3000,PERSONAL,13.49,0.03,18,713,no,0,
8f226681-0698-43f1-9f4a-51de9e75dcca,23,male,Associate,83384,0,RENT,5000,PERSONAL,7.49,0.06,2,664,no,1,
8f276715-96c0-4445-b1ed-7a4bcf1b78dc,35,male,Bachelor,145045,12,MORTGAGE,8934,MEDICAL,11.82,0.06,7,666,yes,0,
8f2942a0-4600-4dd3-a965-36a899e75c98,35,female,High School,168751,14,MORTGAGE,25000,MEDICAL,12.21,0.15,10,640,yes,0,
8f2c1455-f978-4943-9f5f-6f230bd1738c,27,female,Bachelor,48673,4,RENT,9240,EDUCATION,14.27,0.19,5,644,yes,0,
8f2ed768-0419-478f-99ab-b4ab9bd98528,23,male,Bachelor,44325,0,RENT,7500,PERSONAL,12.61,0.17,2,656,no,1,
8f3029b9-10cd-4b8e-a32d-9c21bab09d27,28,female,Bachelor,76390,4,MORTGAGE,7312,MEDICAL,9.62,0.1,7,574,no,0,
8f3389de-88bc-4046-a8a8-d57fe9e5fcb7,29,female,Bachelor,33774,10,RENT,2000,MEDICAL,7.88,0.06,6,645,no,0,
8f33f523-39f4-4d30-9fa2-17bc7084b90a,32,male,High School,70655,11,RENT,12000,PERSONAL,11.26,0.17,10,505,yes,0,
8f34459e-9f51-463d-8c3b-3f049a946c84,25,male,Associate,69945,5,MORTGAGE,9000,HOMEIMPROVEMENT,11.01,0.13,3,647,no,0,
8f34f54b-ce24-4650-a38d-658ee58d3699,26,female,Master,222668,3,RENT,13500,VENTURE,5.99,0.06,3,482,yes,0,
8f353910-74ee-450c-95bb-99d2a005c446,23,female,Master,108635,3,MORTGAGE,20000,PERSONAL,11.29,0.18,3,638,no,0,
8f371fca-8dfe-48e6-a701-9ee7326ae116,28,male,Bachelor,73043,1,RENT,2000,EDUCATION,11.01,0.03,6,695,yes,0,
8f3a541c-4496-4daa-8914-202b45082404,36,female,High School,51125,14,RENT,1000,HOMEIMPROVEMENT,7.51,0.02,14,620,no,1,
8f3bf5b3-8315-4f70-aff9-774278b9ad89,29,male,Doctorate,109465,8,MORTGAGE,12000,EDUCATION,7.17,0.11,8,715,no,0,
8f3c4025-7062-48a3-b174-edd62c04c983,23,male,High School,44743,3,RENT,15000,HOMEIMPROVEMENT,15.65,0.34,3,636,no,1,
8f3c78dd-4430-4685-85c9-498335550e3c,31,male,Bachelor,30135,9,RENT,4400,MEDICAL,15.62,0.15,7,650,no,1,
8f3e3559-345e-4cea-9c9f-63432c022343,28,female,High School,42787,8,RENT,5000,HOMEIMPROVEMENT,8.9,0.12,9,594,no,1,
8f4586c3-7754-4ec1-9b40-ea0f13a779f0,21,female,High School,42732,0,MORTGAGE,13650,DEBTCONSOLIDATION,7.51,0.32,4,623,yes,0,
8f481e9e-685c-4d7d-ab44-2ad874d83523,27,male,Bachelor,121150,2,MORTGAGE,12902,EDUCATION,7.22,0.11,7,639,no,0,
8f493555-3dc6-4103-b6fa-7a3e5daa5592,36,male,High School,56147,14,RENT,10000,DEBTCONSOLIDATION,12.53,0.18,14,649,no,0,
8f498fcd-d728-4949-b207-7c53c49119f0,39,female,High School,74167,15,MORTGAGE,5500,EDUCATION,7.14,0.07,15,553,no,0,
8f4a43be-2417-4535-a436-36c5ea79f729,30,female,Master,39924,3,MORTGAGE,3043,MEDICAL,14.36,0.08,6,554,yes,0,
8f4a4fef-cf8b-4c32-949d-71becc80f844,31,male,Associate,65671,11,RENT,1000,MEDICAL,11.01,0.02,7,595,yes,0,
8f4f2481-0762-4ecd-af50-77718ec5c0b2,24,female,Bachelor,55037,0,RENT,5000,MEDICAL,13.79,0.09,2,588,no,0,
8f544f6d-140b-445a-bad6-ae3c9074ecc2,30,female,High School,19119,10,RENT,2700,HOMEIMPROVEMENT,7.29,0.14,5,627,no,1,
8f559828-82d2-4dc8-89eb-5b4f20cb9f8a,25,female,High School,87104,3,OWN,18000,HOMEIMPROVEMENT,16.82,0.21,2,631,yes,0,
8f568391-e0f9-4ee3-ae01-03cbd36d4936,31,female,Bachelor,84506,10,MORTGAGE,14000,VENTURE,7.88,0.17,10,672,yes,0,
8f5776f6-bfb2-4c24-bc7a-488e2439c566,28,male,Bachelor,111631,9,MORTGAGE,10000,MEDICAL,16.89,0.09,8,622,no,1,
8f57f098-c1ca-4093-8eab-e40ab605eddf,21,female,Associate,42745,1,OWN,7200,VENTURE,15.23,0.17,4,616,yes,0,
8f590120-3815-4346-bd66-791ed657b26b,23,female,Associate,51738,4,MORTGAGE,10000,EDUCATION,5.42,0.19,4,708,no,0,
8f5d9dc0-3d5e-401c-a06c-af3e7ac19ca2,23,male,High School,63319,1,MORTGAGE,22000,EDUCATION,7.51,0.35,2,670,yes,0,
8f5f47c6-a830-4e36-8a40-cb8b98b220d1,29,female,Bachelor,49076,10,MORTGAGE,12753,EDUCATION,10.16,0.26,8,599,yes,0,
8f608de4-593d-41fa-b540-55f3dd0c0850,28,male,Master,56168,5,RENT,3000,VENTURE,10.26,0.05,6,710,no,0,
8f61d5e3-ce85-42c3-9f42-4f56e3732200,30,female,Bachelor,88775,7,RENT,8000,VENTURE,9.99,0.09,7,669,yes,0,
8f61d75e-e6ed-4779-a534-d1a9fbb97490,22,male,High School,73084,0,RENT,9000,DEBTCONSOLIDATION,11.86,0.12,4,458,yes,0,
8f62f8f6-a538-4798-b7df-2e98cc38f183,32,female,Bachelor,46492,12,RENT,5000,HOMEIMPROVEMENT,16.1,0.11,5,664,yes,0,
8f643146-f664-4502-8b1d-8fdb915c8041,26,male,Associate,52405,2,RENT,2125,PERSONAL,8.9,0.04,3,669,no,0,
8f644e48-5480-4898-8a29-4dce141db8e3,22,male,Bachelor,44119,0,RENT,4500,EDUCATION,6.17,0.1,3,495,yes,0,
8f64a629-c3e2-4815-a03b-94fc531f13e4,26,male,Associate,82152,4,MORTGAGE,6000,EDUCATION,10.24,0.07,3,681,yes,0,
8f64ebdf-da31-4b30-b8ea-ae0e223c4ff7,25,female,Master,38495,1,MORTGAGE,5200,HOMEIMPROVEMENT,5.42,0.14,4,713,no,0,
8f657831-da52-4bae-9a45-d1f07b3b01d0,23,female,High School,65829,0,RENT,12000,PERSONAL,11.01,0.18,3,661,no,0,
8f68c365-3d6c-4d77-b875-f16c19f4015a,22,male,High School,116122,0,MORTGAGE,12000,EDUCATION,11.01,0.1,3,625,no,0,
8f68e71f-7f43-429d-8d59-e2da1dde9cd0,38,female,Associate,58287,16,MORTGAGE,7800,HOMEIMPROVEMENT,10.65,0.13,12,539,yes,0,
8f6a19e1-3538-4062-9635-7cb194f02683,24,female,High School,37133,2,RENT,3600,PERSONAL,7.49,0.1,4,695,no,0,
8f6a87b6-11bd-4eb8-8916-0bcf6ac68030,26,male,High School,15883,4,RENT,2477,PERSONAL,12.62,0.16,4,646,no,1,
8f6d1423-192b-465a-a4d7-1ff5a9b99f79,25,male,Bachelor,121077,5,MORTGAGE,15000,MEDICAL,11.01,0.12,3,589,yes,0,
8f6fbac9-77d5-40a1-80d1-b80d7e6a4895,25,female,Associate,61062,6,RENT,12000,PERSONAL,10.49,0.2,2,667,no,0,
8f701ddd-1769-4034-831e-593033e0f0ba,28,male,High School,100519,5,MORTGAGE,12000,DEBTCONSOLIDATION,10.74,0.12,6,629,no,0,
8f703a1d-5c37-41c0-96ed-1a714fd9f3a2,35,female,Master,67162,17,MORTGAGE,8500,EDUCATION,7.88,0.13,8,662,yes,0,
8f7147c7-4cd1-4e1e-8a67-365974fe233b,24,female,Associate,54065,1,OWN,14500,VENTURE,7.29,0.27,2,669,yes,0,
8f72bcb2-ba62-44b8-b722-fcd081e75482,25,male,Bachelor,84651,2,MORTGAGE,1000,PERSONAL,12.69,0.01,2,687,no,0,
8f741e5b-422a-47c1-be8e-9fcbec3da957,22,female,Bachelor,44126,0,MORTGAGE,4000,DEBTCONSOLIDATION,12.69,0.09,4,643,no,1,
8f765a99-de78-4d09-a498-252de5cc7d17,25,female,Bachelor,62199,3,MORTGAGE,4200,PERSONAL,7.29,0.07,2,651,yes,0,
8f76806f-966b-423b-86b3-f52d00615ff5,46,female,Bachelor,72742,23,MORTGAGE,3600,PERSONAL,6.99,0.05,13,639,yes,0,
8f788300-22d6-4815-9fe9-c786ded5886f,52,female,Master,27942,29,MORTGAGE,6000,PERSONAL,13.49,0.21,21,715,yes,0,
8f7a18c0-333d-4583-952f-7871dc1d7d1d,29,male,Associate,41762,9,RENT,10000,HOMEIMPROVEMENT,12.56,0.24,6,616,no,1,
8f7b27f4-8264-4da0-b9d5-407cab81b331,25,male,Bachelor,87725,2,RENT,10000,MEDICAL,12.99,0.11,4,654,no,0,
8f7d20eb-4217-40a8-929d-4ad44b9ae2bd,23,female,High School,53749,0,RENT,5000,MEDICAL,11.25,0.09,3,625,no,1,
8f7d38dc-f02b-4688-94fe-a7af77f6513b,26,female,Associate,67267,2,RENT,18800,DEBTCONSOLIDATION,6.99,0.28,2,505,no,1,
8f7d91a0-9e69-4149-a61f-90a35244ee75,27,male,Bachelor,229495,2,MORTGAGE,20000,VENTURE,12.05,0.09,5,563,yes,0,
8f7e0f80-9b73-4c7b-ae55-8668f9e01603,24,male,High School,132918,2,MORTGAGE,10000,HOMEIMPROVEMENT,8.61,0.08,2,594,yes,0,
8f80a85a-b6a5-4b03-ac26-70ef4a0d1846,38,male,High School,72981,17,RENT,5000,EDUCATION,14.79,0.07,17,690,no,0,
8f83975a-a5c9-4552-88dd-42f7e51d8f96,25,female,Associate,73199,1,RENT,8000,EDUCATION,5.82,0.11,3,588,yes,0,
8f8471f4-500e-4147-a397-3eb8a6c62dcd,51,male,High School,82385,27,RENT,12000,PERSONAL,16.77,0.15,28,697,no,0,
8f878752-0b7f-455b-9e4f-bdcc6adb2fd6,23,male,Bachelor,27644,0,RENT,2000,VENTURE,13.99,0.07,2,727,no,0,
8f8a4d21-ba45-4126-ac6c-b68de21a9dbb,21,male,Associate,36965,0,MORTGAGE,13250,HOMEIMPROVEMENT,13.99,0.36,3,634,no,1,
8f8bf3ce-bdf9-494e-b56c-a30fd807323f,25,male,High School,59575,4,RENT,4800,MEDICAL,14.96,0.08,2,665,no,1,
8f8ca33c-6b73-48b7-a45a-bb6a7fe60bd5,26,female,Master,51309,3,RENT,11500,VENTURE,10.17,0.22,4,717,no,0,
8f911213-105d-47c9-b58c-37aa3b6610c5,33,male,Bachelor,108841,12,MORTGAGE,8000,HOMEIMPROVEMENT,12.53,0.07,7,634,yes,0,
8f92ee12-3b1b-4270-83f3-6895c462bbae,29,male,High School,67246,4,RENT,1200,DEBTCONSOLIDATION,9.99,0.02,9,669,yes,0,
8f94a841-cf2d-4797-a323-f5d494dc466c,28,male,Bachelor,121835,6,MORTGAGE,15000,MEDICAL,8.94,0.12,9,674,no,0,
8f970565-72a4-4bf1-8f0d-e166082cb4ac,23,male,High School,105554,2,MORTGAGE,1711,PERSONAL,8.12,0.02,4,600,yes,0,
